Transaction_ID;Transaction_date;Supplier;Price;Payment_Type;Client ID;City;State;Country
12375;01/06/09 07:46;25713;1200;Amex;54724;Reston                      ;VA;United States
12376;01/05/09 20:00;25714;3600;Visa;54725;Burpengary;Queensland;Australia
12377;01/08/09 16:24;25715;1200;Visa;54726;Phoenix                     ;AZ;United States
12378;01/09/09 06:39;25716;1200;Mastercard;54727;Houston                     ;TX;United States
12379;01/06/09 22:19;25717;3600;Amex;54728;Pittsfield                  ;VT;United States
12380;01/06/09 23:00;25718;3600;Amex;54729;Pittsfield                  ;VT;United States
12381;01/07/09 07:44;25719;1200;Mastercard;54730;Ball Ground                 ;GA;United States
12382;01/03/09 13:24;25720;1200;Visa;54731;Helsingor;Frederiksborg;Denmark
12383;01/07/09 15:12;25721;3600;Visa;54732;Flossmoor                   ;IL;United States
12384;01/07/09 20:15;25722;1200;Amex;54733;Houston                     ;TX;United States
12385;01/03/09 10:11;25723;3600;Visa;54734;Delray Beach                ;FL;United States
12386;01/09/09 15:58;25724;1200;Mastercard;54735;Newbury;England;United Kingdom
12387;01/03/09 13:11;25725;1200;Mastercard;54736;Kobenhavn;Kobenhavn;Denmark
12388;01/10/09 12:57;25726;1200;Amex;54737;Sandy Springs               ;GA;United States
12389;01/10/09 14:43;25727;1200;Diners;54738;Kinsaley;Dublin;Ireland
12390;01/10/09 12:05;25728;1200;Visa;54739;Fort Lauderdale             ;FL;United States
12391;01/06/09 01:20;25729;1200;Mastercard;54740;Melbourne;Victoria;Australia
12392;01/10/09 14:56;25730;1200;Visa;54741;Ankeny                      ;IA;United States
12393;01/07/09 10:01;25731;1200;Visa;54742;Pittsboro                   ;NC;United States
12394;01/01/09 01:26;25732;1200;Mastercard;54743;New Rochelle                ;NY;United States
12395;01/11/09 02:04;25733;1200;Visa;54744;Gold Coast;Queensland;Australia
12396;01/11/09 14:17;25734;1200;Visa;54745;Brussels;Brussels (Bruxelles);Belgium
12397;01/10/09 21:38;25735;1200;Visa;54746;Maple Ridge District Municipality;British Columbia;Canada
12398;01/07/09 06:18;25736;1200;Mastercard;54747;Beachwood                   ;OH;United States
12399;01/04/09 08:39;25737;3600;Diners;54748;Prince Albert;Saskatchewan;Canada
12400;01/05/09 00:31;25738;1200;Mastercard;54749;Saltsjobaden;Stockholm;Sweden
12401;01/02/09 06:07;25739;1200;Visa;54750;Kemble;England;United Kingdom
12402;01/12/09 03:25;25740;1200;Mastercard;54751;W Lebanon                   ;NH;United States
12403;01/04/09 13:56;25741;1200;Mastercard;54752;Headley;England;United Kingdom
12404;01/07/09 00:12;25742;3600;Mastercard;54753;Lausanne;Vaud;Switzerland
12405;01/12/09 05:18;25743;1200;Mastercard;54754;Southampton;England;United Kingdom
12406;01/08/09 15:16;25744;1200;Visa;54755;Woodsboro                   ;MD;United States
12407;01/11/09 11:33;25745;1200;Visa;54756;Stavanger;Rogaland;Norway
12408;01/07/09 20:22;25746;1200;Visa;54757;Red Deer;Alberta;Canada
12409;01/02/09 22:00;25747;1200;Diners;54758;Memphis                     ;TN;United States
12410;01/05/09 13:52;25748;1200;Mastercard;54759;Morges;Vaud;Switzerland
12411;01/08/09 20:32;25749;1200;Visa;54760;Calgary;Alberta;Canada
12412;01/08/09 13:34;25750;1200;Visa;54761;Belleville;Ontario;Canada
12413;01/11/09 13:08;25751;1200;Visa;54762;Cincinnati                  ;OH;United States
12414;01/12/09 19:04;25752;1200;Visa;54763;Comox;British Columbia;Canada
12415;01/12/09 13:41;25753;1200;Visa;54764;Gasperich;Luxembourg;Luxembourg
12416;01/11/09 10:38;25754;1200;Mastercard;54765;Helens Bay;Northern Ireland;United Kingdom
12417;1/13/09 5:57;25755;1200;Visa;54766;Milan;Lombardy;Italy
12418;1/13/09 6:13;25678;1200;Visa;54767;Staten Island               ;NY;United States
12419;01/08/09 13:14;25679;1200;Visa;54768;Oslo;Oslo;Norway
12420;01/02/09 11:41;25680;1200;Visa;54769;Farmington;Michigan;United States
12421;01/07/09 19:50;25681;1200;Diners;54770;Santa Monica                ;CA;United States
12422;01/01/09 20:28;25682;1200;Visa;54771;Calgary;Alberta;Canada
12423;01/03/09 15:22;25683;1200;Mastercard;54772;Vancouver;British Columbia;Canada
12424;01/12/09 03:03;25684;3600;Mastercard;54773;Irvine                      ;CA;United States
12425;01/05/09 08:58;25685;3600;Mastercard;54774;Telgte;Nordrhein-Westfalen;Germany
12426;01/10/09 14:03;25686;1200;Mastercard;54775;Cheltenham;England;United Kingdom
12427;1/13/09 11:26;25687;1200;Visa;54776;Keller                      ;VA;United States
12428;01/02/09 12:18;25688;1200;Visa;54777;Nakskov;Storstrom;Denmark
12429;1/14/09 4:54;25689;1200;Mastercard;54778;Honolulu                    ;HI;United States
12430;01/06/09 17:15;25690;1200;Visa;54779;Bubuieci;Chisinau;Moldova
12431;01/03/09 13:56;25691;1200;Visa;54780;Amelia Island               ;FL;United States
12432;01/04/09 07:54;25692;1200;Visa;54781;Alliston;Ontario;Canada
12433;01/12/09 07:28;25693;1200;Amex;54782;La Alberca;Murcia;Spain
12434;01/06/09 15:15;25694;1200;Mastercard;54783;Rathgar;Dublin;Ireland
12435;1/13/09 23:56;25695;1200;Mastercard;54784;Coral Gables                ;FL;United States
12436;1/14/09 19:32;25696;1200;Visa;54785;Miami                       ;FL;United States
12437;01/06/09 21:13;25697;1200;Visa;54786;Vancouver;British Columbia;Canada
12438;1/14/09 11:19;25698;1200;Visa;54787;Jumeira;Dubayy;United Arab Emirates
12439;1/13/09 19:39;25699;1200;Visa;54788;Englewood                   ;CO;United States
12440;01/08/09 07:26;25700;1200;Mastercard;54711;Bournemouth;England;United Kingdom
12441;1/15/09 2:40;25701;1200;Mastercard;54701;Genoa                       ;IL;United States
12442;01/12/09 06:40;25702;1200;Visa;54702;Al 'Adliyah;Al Manamah;Bahrain
12443;1/15/09 3:43;25703;1200;Visa;54703;Rouen;Upper Normandy;France
12444;01/05/09 15:39;25704;1200;Visa;54704;Parkland                    ;FL;United States
12445;01/10/09 05:21;25705;1200;Amex;54705;San Francisco               ;CA;United States
12446;1/15/09 4:12;25706;1200;Mastercard;54706;Keller                      ;VA;United States
12447;01/12/09 11:48;25707;1200;Visa;54707;Tsawwassen;British Columbia;Canada
12448;01/06/09 10:48;25708;1200;Mastercard;54708;Clinton                     ;NJ;United States
12449;1/14/09 9:10;25709;1200;Mastercard;54709;Owensboro                   ;KY;United States
12450;1/14/09 22:44;25710;1200;Visa;54710;Lakewood Village            ;TX;United States
12451;01/06/09 07:23;25711;1200;Visa;54711;Okotoks;Alberta;Canada
12452;01/01/09 05:04;25712;1200;Mastercard;54711;Glimmen;Groningen;Netherlands
12453;1/15/09 11:56;25713;1200;Visa;54701;Calgary;Alberta;Canada
12454;1/15/09 11:58;25714;1200;Visa;54702;Kanata;Ontario;Canada
12455;01/12/09 09:43;25715;1200;Diners;54703;Bergen;Nordrhein-Westfalen;Germany
12456;1/15/09 12:33;25716;1200;Visa;54704;College Park                ;MD;United States
12457;1/14/09 11:35;25717;1200;Visa;54705;Kailua Kona                 ;HI;United States
12458;1/14/09 15:40;25718;1200;Amex;54706;Redondo Beach               ;CA;United States
12459;01/03/09 11:08;25719;1200;Amex;54707;Fountain Hls                ;AZ;United States
12460;01/12/09 01:37;25720;1200;Visa;54708;Brisbane;Queensland;Australia
12461;1/16/09 7:21;25721;2100;Mastercard;54709;Mahopac                     ;NY;United States
12462;1/15/09 12:54;25722;1200;Mastercard;54710;Ile-Perrot;Quebec;Canada
12463;01/07/09 07:19;25723;1200;Amex;54711;Bruxelles;Brussels (Bruxelles);Belgium
12464;01/03/09 09:56;25724;1200;Visa;54711;Chicago                     ;IL;United States
12465;1/16/09 17:41;25725;1200;Visa;54701;Rayford                     ;TX;United States
12466;01/05/09 05:33;25726;1200;Visa;54702;Escondido                   ;CA;United States
12467;01/02/09 00:50;25727;1200;Visa;54703;Tesvikiye;Istanbul;Turkey
12468;1/13/09 1:51;25728;1200;Visa;54704;Centurion;Gauteng;South Africa
12469;1/15/09 10:24;25729;1200;Visa;54705;York;England;United Kingdom
12470;01/11/09 08:59;25730;1200;Visa;54706;Ashburn                     ;VA;United States
12471;1/15/09 15:56;25731;1200;Amex;54707;Los Angeles                 ;CA;United States
12472;01/01/09 12:19;25732;1200;Visa;54708;Edgewood                    ;WA;United States
12473;01/06/09 14:03;25733;1200;Visa;54709;New York                    ;NY;United States
12474;01/09/09 15:32;25734;1200;Diners;54710;Basingstoke;England;United Kingdom
12475;1/17/09 12:59;25735;1200;Diners;54711;Den Haag;Zuid-Holland;Netherlands
12476;01/12/09 12:37;25736;1200;Visa;54711;Marietta                    ;GA;United States
12477;01/04/09 07:43;25737;1200;Mastercard;54701;Houston                     ;TX;United States
12478;1/17/09 16:22;25738;1200;Visa;54702;West Orange                 ;NJ;United States
12479;01/01/09 03:51;25739;1200;Mastercard;54703;Amsterdam;Noord-Holland;Netherlands
12480;1/18/09 5:27;25740;1200;Visa;54704;Downey                      ;CA;United States
12481;1/18/09 5:15;25741;1200;Diners;54705;Urlingford;Kilkenny;Ireland
12482;01/01/09 01:51;25742;1200;Mastercard;54706;Holte;Kobenhavn;Denmark
12483;1/18/09 6:30;25743;1200;Visa;54707;Freienbach;Schwyz;Switzerland
12484;01/11/09 10:51;25744;1200;Mastercard;54708;Hofheim am Taunus;Hessen;Germany
12485;01/04/09 17:02;25745;1200;Mastercard;54709;Lafayette                   ;CA;United States
12486;1/17/09 1:23;25746;1200;Amex;54710;Mushrif;;Kuwait
12487;1/18/09 2:16;25747;1200;Visa;54711;Nashville                   ;AR;United States
12488;1/18/09 11:34;25748;3600;Visa;54711;New Malden;England;United Kingdom
12489;1/18/09 4:38;25749;1200;Visa;54701;Bishop Auckland;England;United Kingdom
12490;1/18/09 13:26;25750;7500;Mastercard;54702;Navan;Meath;Ireland
12491;1/18/09 11:53;25751;1200;Visa;54703;Joppa;MD;United States
12492;1/18/09 12:04;25752;1200;Visa;54704;Joppa;MD;United States
12493;1/13/09 19:54;25753;1200;Diners;54705;Hampton                     ;NJ;United States
12494;01/05/09 21:06;25754;1200;Mastercard;54706;Louisville                  ;KY;United States
12495;1/14/09 6:32;25755;1200;Visa;54707;Broadlands                  ;VA;United States
12496;01/04/09 23:48;25678;1200;Diners;54708;Yellowknife;Northwest Territories;Canada
12497;1/18/09 16:32;25679;3600;Visa;54709;Los Angeles                 ;CA;United States
12498;1/18/09 17:04;25680;3600;Visa;54710;New York                    ;NY;United States
12499;1/18/09 17:20;25681;3600;Visa;54711;Saint Paul                  ;MN;United States
12500;1/18/09 17:39;25682;3600;Visa;54700;New York                    ;NY;United States
12501;01/11/09 11:20;25683;1200;Visa;54701;Spring Lake Park            ;MN;United States
12502;1/13/09 20:59;25684;1200;Mastercard;54702;Winnipeg;Manitoba;Canada
12503;01/12/09 16:50;25685;1200;Visa;54703;Seattle                     ;WA;United States
12504;01/12/09 15:12;25686;1200;Mastercard;54704;Deptford                    ;NJ;United States
12505;01/06/09 12:27;25687;1200;Mastercard;54705;Amsterdam;Noord-Holland;Netherlands
12506;01/09/09 18:52;25688;1200;Visa;54706;Alpharetta                  ;GA;United States
12507;1/18/09 23:17;25689;1200;Visa;54707;Washington                  ;DC;United States
12508;01/07/09 08:21;25690;1200;Visa;54708;Holmenkollen;Oslo;Norway
12509;01/03/09 09:54;25691;1200;Visa;54709;Zekeriyakoy;Istanbul;Turkey
12510;01/05/09 19:37;25692;1200;Amex;54710;Washington                  ;DC;United States
12511;01/04/09 12:49;25693;1200;Diners;54711;Montreal;Quebec;Canada
12512;01/08/09 11:55;25694;3600;Visa;54701;Braunschweig;Lower Saxony;Germany
12513;1/14/09 18:21;25695;1200;Visa;54702;Athens                      ;GA;United States
12514;01/11/09 19:01;25696;1200;Diners;54703;Hoschton                    ;GA;United States
12515;1/14/09 5:20;25697;3600;Visa;54704;Binningen;Basel-Country;Switzerland
12516;1/15/09 8:07;25698;1200;Visa;54705;Royal Oak                   ;MI;United States
12517;1/15/09 8:10;25699;1200;Visa;54706;Royal Oak                   ;MI;United States
12518;01/02/09 17:45;25700;1200;Mastercard;54707;Belmont                     ;MA;United States
12519;1/19/09 16:10;25701;1200;Mastercard;54708;Old Greenwich               ;CT;United States
12520;1/19/09 16:55;25702;1200;Mastercard;54709;Coconut Grove               ;FL;United States
12521;01/10/09 17:41;25703;1200;Visa;54710;Vienna                      ;VA;United States
12522;1/18/09 13:49;25704;3600;Visa;54711;San Ramon                   ;CA;United States
12523;1/15/09 5:47;25705;1200;Visa;54712;Norfolk                     ;VA;United States
12524;1/19/09 23:06;25706;1200;Mastercard;54713;Norfolk                     ;VA;United States
12525;1/19/09 11:12;25707;1200;Visa;54714;Aberdeen;Scotland;United Kingdom
12526;01/04/09 01:38;25708;1200;Amex;54715;Charlestown;New South Wales;Australia
12527;1/20/09 3:11;25709;1200;Visa;54716;Wigan;England;United Kingdom
12528;01/03/09 10:52;25710;1200;Visa;54717;Rockville                   ;MD;United States
12529;1/20/09 5:24;25711;7500;Mastercard;54718;Shreveport                  ;LA;United States
12530;1/20/09 6:03;25712;1200;Mastercard;54719;Shreveport                  ;LA;United States
12531;01/10/09 11:37;25713;1200;Amex;54720;Little Silver               ;NJ;United States
12532;1/20/09 5:50;25714;1200;Visa;54721;Abbey Town;England;United Kingdom
12533;1/19/09 16:32;25715;1200;Amex;54722;Mid City West               ;PA;United States
12534;1/18/09 10:42;25716;1200;Visa;54723;Atlanta;Georgia;United States
12535;01/07/09 06:11;25717;3600;Visa;54724;Paris;Ile-de-France;France
12536;01/03/09 08:29;25718;1200;Visa;54725;Milton Keynes;England;United Kingdom
12537;01/01/09 02:09;25719;1200;Mastercard;54726;Dresden;Saxony;Germany
12538;1/20/09 12:34;25720;1200;Mastercard;54727;NYC                         ;NY;United States
12539;1/20/09 3:51;25721;1200;Visa;54728;The Grange;Queensland;Australia
12540;1/15/09 11:26;25722;1200;Visa;54729;Brookline                   ;MA;United States
12541;01/05/09 16:55;25723;1200;Visa;54730;Montreal-Nord;Quebec;Canada
12542;01/12/09 19:47;25724;1200;Mastercard;54731;Irving                      ;TX;United States
12543;01/04/09 19:20;25725;1200;Amex;54732;Ottawa Hills                ;OH;United States
12544;01/10/09 08:33;25726;3600;Mastercard;54733;Portola Valley              ;CA;United States
12545;01/09/09 14:51;25727;1200;Visa;54734;Sydney;New South Wales;Australia
12546;1/16/09 2:41;25728;7500;Visa;54735;Kearns                      ;UT;United States
12547;1/16/09 18:36;25729;1200;Visa;54736;Wollongong;New South Wales;Australia
12548;1/20/09 8:10;25730;1200;Amex;54737;Brooklyn                    ;NY;United States
12549;01/06/09 12:45;25731;3600;Amex;54738;Penngrove                   ;CA;United States
12550;01/10/09 08:13;25732;1200;Visa;54739;Lemont                      ;IL;United States
12551;01/07/09 14:15;25733;1200;Mastercard;54740;San Carlos                  ;CA;United States
12552;01/08/09 15:27;25734;1200;Mastercard;54741;Chicago                     ;IL;United States
12553;1/21/09 11:36;25735;1200;Visa;54742;Oslo;Oslo;Norway
12554;1/21/09 14:06;25736;1200;Visa;54743;Wantagh;NY;United States
12555;01/02/09 02:28;25737;1200;Mastercard;54744;Coomera;Queensland;Australia
12556;1/19/09 19:07;25738;1200;Diners;54745;Fort Oglethorpe             ;GA;United States
12557;1/18/09 6:27;25739;1200;Mastercard;54746;Corbin City                 ;NJ;United States
12558;1/20/09 11:58;25740;1200;Mastercard;54747;Lakeside                    ;CA;United States
12559;1/20/09 16:32;25741;1200;Visa;54748;Margate                     ;FL;United States
12560;01/01/09 07:09;25742;1200;Amex;54749;South Palm Beach            ;FL;United States
12561;1/21/09 14:55;25743;1200;Diners;54750;New York                    ;NY;United States
12562;01/07/09 22:29;25744;1200;Mastercard;54751;Anchorage                   ;AK;United States
12563;01/11/09 22:22;25745;3600;Visa;54752;Mona Vale;New South Wales;Australia
12564;1/21/09 14:25;25746;1200;Visa;54753;Castricum;Noord-Holland;Netherlands
12565;1/18/09 16:50;25747;1200;Visa;54754;North Brunswick             ;NJ;United States
12566;1/21/09 12:08;25748;3600;Visa;54755;Jacksonville                ;FL;United States
12567;1/22/09 6:41;25749;1200;Visa;54756;Baytown                     ;TX;United States
12568;01/12/09 09:23;25750;1200;Mastercard;54757;Winter Haven                ;FL;United States
12569;1/22/09 8:23;25751;1200;Visa;54758;Gonzaga Univ                ;WA;United States
12570;01/03/09 06:41;25752;3600;Visa;54759;Malmo;Skane;Sweden
12571;01/01/09 12:20;25753;3600;Visa;54760;San Pawl tat-Targa; ;Malta
12572;01/04/09 22:00;25754;3600;Amex;54761;Wiesbaden;Hessen;Germany
12573;1/21/09 2:15;25755;1200;Visa;54762;London;England;United Kingdom
12574;01/01/09 14:22;25678;1200;Mastercard;54763;Stavanger;Rogaland;Norway
12575;1/16/09 1:07;25679;3600;Diners;54764;Cork;Cork;Ireland
12576;1/20/09 8:51;25680;1200;Visa;54765;Winchester                  ;MA;United States
12577;01/04/09 09:02;25681;1200;Visa;54766;Calgary;Alberta;Canada
12578;01/06/09 08:34;25682;1200;Visa;54767;Dallas                      ;TX;United States
12579;01/08/09 04:16;25683;1200;Visa;54768;Malahide;Dublin;Ireland
12580;1/23/09 3:33;25684;3600;Mastercard;54769;Saint Paul                  ;MN;United States
12581;01/06/09 04:18;25685;1200;Visa;54770;Edinburgh;Scotland;United Kingdom
12582;1/23/09 3:30;25686;1200;Amex;54771;Naarden;Noord-Holland;Netherlands
12583;01/10/09 04:04;25687;1200;Visa;54772;Oldenburg;Lower Saxony;Germany
12584;01/05/09 02:57;25688;7500;Visa;54773;Rennes;Brittany;France
12585;1/21/09 14:15;25689;1200;Amex;54774;Ely                         ;NV;United States
12586;1/21/09 6:39;25690;1200;Amex;54775;Norfolk                     ;VA;United States
12587;1/19/09 8:14;25691;1200;Visa;54776;Houston                     ;TX;United States
12588;1/23/09 8:00;25692;1200;Diners;54777;Chepel;Budapest;Hungary
12589;1/22/09 23:35;25693;1200;Mastercard;54778;Buffalo Grove               ;IL;United States
12590;1/14/09 3:09;25694;1200;Mastercard;54779;Newburgh;Scotland;United Kingdom
12591;1/16/09 1:51;25695;1200;Visa;54780;Vienna;Vienna;Austria
12592;01/01/09 06:29;25696;1200;Mastercard;54781;Vicenza;Veneto;Italy
12593;1/21/09 7:59;25697;1200;Visa;54782;Mechanics Grove             ;PA;United States
12594;1/23/09 7:37;25698;3600;Amex;54783;Miami                       ;FL;United States
12595;1/18/09 14:39;25699;1200;Visa;54784;Silver Spring               ;MD;United States
12596;1/24/09 9:01;25700;3600;Visa;54785;Kirriemuir;Scotland;United Kingdom
12597;1/15/09 1:41;25701;1200;Diners;54786;Roquefort;Provence-Alpes-Cote d'Azur;France
12598;1/17/09 7:23;25702;1200;Visa;54787;Portland                    ;OR;United States
12599;1/23/09 11:37;25703;1200;Diners;54788;Staten Island               ;NY;United States
12600;1/19/09 15:02;25704;1200;Mastercard;54711;San Antonio                 ;TX;United States
12601;01/11/09 07:10;25705;3600;Visa;54701;Guildford;England;United Kingdom
12602;01/10/09 03:28;25706;1200;Visa;54702;Horten;Vestfold;Norway
12603;01/07/09 19:03;25707;3600;Mastercard;54703;Englewood                   ;CO;United States
12604;1/17/09 14:02;25708;1200;Visa;54704;San Antonio                 ;TX;United States
12605;1/25/09 0:09;25709;1200;Visa;54705;Princeville                 ;HI;United States
12606;01/09/09 14:27;25710;1200;Visa;54706;Castleknock;Dublin;Ireland
12607;01/09/09 14:32;25711;1200;Visa;54707;Castleknock;Dublin;Ireland
12608;01/11/09 15:59;25712;1200;Visa;54708;Bishops Stortford;England;United Kingdom
12609;01/06/09 14:38;25713;3600;Mastercard;54709;Den Haag;Zuid-Holland;Netherlands
12610;01/06/09 09:52;25714;1200;Mastercard;54710;Lafayette                   ;CA;United States
12611;01/01/09 09:21;25715;1200;Diners;54711;Blackpool;England;United Kingdom
12612;01/03/09 07:58;25716;1200;Mastercard;54711;Hellerup;Kobenhavn;Denmark
12613;01/11/09 11:36;25717;1200;Mastercard;54701;London;England;United Kingdom
12614;1/13/09 14:53;25718;1200;Visa;54702;N Java                      ;NY;United States
12615;01/01/09 10:06;25719;3600;Mastercard;54703;Munich;Bayern;Germany
12616;1/16/09 5:07;25720;1200;Amex;54704;Brulon;Pays de la Loire;France
12617;01/06/09 16:37;25721;1200;Visa;54705;Austin                      ;TX;United States
12618;1/18/09 17:21;25722;1200;Mastercard;54706;Midland Park                ;NJ;United States
12619;1/13/09 15:18;25723;1200;Amex;54707;Centerport                  ;NY;United States
12620;1/24/09 8:21;25724;1200;Mastercard;54708;Neustift am Walde;Vienna;Austria
12621;1/24/09 8:25;25725;1200;Mastercard;54709;Neustift am Walde;Vienna;Austria
12622;1/18/09 13:06;25726;1200;Diners;54710;Shorewood                   ;MN;United States
12623;1/22/09 18:44;25727;1200;Visa;54711;Southlake                   ;TX;United States
12624;01/08/09 08:58;25728;1200;Mastercard;54711;Huntington                  ;NY;United States
12625;01/04/09 09:54;25729;1200;Mastercard;54701;The Woodlands               ;TX;United States
12626;1/13/09 20:22;25730;1200;Visa;54702;Kelowna;British Columbia;Canada
12627;01/09/09 10:22;25731;1200;Mastercard;54703;White House                 ;TN;United States
12628;01/05/09 12:28;25732;1200;Visa;54704;Rungsted;Frederiksborg;Denmark
12629;1/26/09 3:43;25733;1200;Mastercard;54705;Lake Mahopac                ;NY;United States
12630;1/26/09 3:49;25734;3600;Mastercard;54706;Biot;Provence-Alpes-Cote d'Azur;France
12631;01/11/09 13:16;25735;3600;Visa;54707;Plantation                  ;FL;United States
12632;1/22/09 15:32;25736;1200;Mastercard;54708;Killiney;Dublin;Ireland
12633;01/09/09 14:25;25737;1200;Amex;54709;Guer;Brittany;France
12634;1/21/09 11:28;25738;800;Amex;54710;Arlington                   ;VA;United States
12635;01/01/09 14:19;25739;1200;Mastercard;54711;Three Hills;Alberta;Canada
12636;1/26/09 4:30;25740;1200;Visa;54711;Great Falls;Virginia;United States
12637;01/07/09 04:45;25741;1200;Amex;54701;London;England;United Kingdom
12638;01/11/09 12:12;25742;1200;Visa;54702;Clontarf;Dublin;Ireland
12639;1/26/09 10:24;25743;1200;Visa;54703;Vancouver;British Columbia;Canada
12640;1/26/09 8:58;25744;1200;Diners;54704;London;England;United Kingdom
12641;01/07/09 17:51;25745;1200;Visa;54705;Dickerson                   ;MD;United States
12642;1/18/09 20:16;25746;1200;Mastercard;54706;Princeton                   ;NJ;United States
12643;1/13/09 9:51;25747;1200;Mastercard;54707;Calgary;Alberta;Canada
12644;1/24/09 18:43;25748;1200;Visa;54708;North Tustin                ;CA;United States
12645;01/05/09 00:46;25749;1200;Amex;54709;Gurgaon;Haryana;India
12646;01/09/09 01:12;25750;1200;Visa;54710;Rambouillet;Ile-de-France;France
12647;1/26/09 6:25;25751;1200;Visa;54711;Gladwyne                    ;PA;United States
12648;1/21/09 16:57;25752;1200;Mastercard;54711;Houston                     ;TX;United States
12649;01/05/09 05:33;25753;1200;Mastercard;54700;London;England;United Kingdom
12650;1/27/09 5:10;25754;1200;Visa;54701;Slough;England;United Kingdom
12651;01/07/09 08:00;25755;1200;Mastercard;54702;Glan-Munchweiler;Rhineland-Palatinate;Germany
12652;1/20/09 7:08;25678;3600;Visa;54703;Downingtown                 ;PA;United States
12653;1/27/09 2:26;25679;1200;Diners;54704;MT Pleasant                 ;TX;United States
12654;01/05/09 06:14;25680;1200;Mastercard;54705;Veigy-Foncenex;Rhone-Alpes;France
12655;1/13/09 8:11;25681;3600;Visa;54706;Katy                        ;TX;United States
12656;01/10/09 09:18;25682;1200;Diners;54707;Gorey; ;Jersey
12657;01/08/09 18:52;25683;1200;Visa;54708;Belgrade                    ;MT;United States
12658;01/12/09 10:06;25684;1200;Mastercard;54709;Calgary;Alberta;Canada
12659;01/01/09 19:25;25685;1200;Diners;54710;Toronto;Ontario;Canada
12660;1/27/09 15:28;25686;1200;Visa;54711;Corrales                    ;NM;United States
12661;01/02/09 18:43;25687;1200;Visa;54701;Cork;Cork;Ireland
12662;01/08/09 18:41;25688;1200;Diners;54702;Tenafly                     ;NJ;United States
12663;01/04/09 18:34;25689;1200;Visa;54703;Leesburg                    ;VA;United States
12664;1/25/09 8:32;25690;1200;Visa;54704;Alcona;Ontario;Canada
12665;1/23/09 22:19;25691;1200;Mastercard;54705;Kuala Lumpur;Kuala Lumpur;Malaysia
12666;01/07/09 10:03;25692;1200;Mastercard;54706;Sydney;New South Wales;Australia
12667;1/18/09 3:46;25693;1200;Visa;54707;Nerang;Queensland;Australia
12668;1/28/09 0:40;25694;1200;Mastercard;54708;Bryceville                  ;FL;United States
12669;01/02/09 15:18;25695;1200;Diners;54709;Saffron Walden;England;United Kingdom
12670;1/18/09 13:59;25696;1200;Diners;54710;Sutton;Dublin;Ireland
